feature1,feature2,target
0.48952924793984576,-0.21157406179315463,1
0.5307200048650081,-0.7280137422225436,0
-1.0552002862069354,-0.06290864605141072,0
-0.948021268302546,-0.22877344323226786,0
-0.0959515455102111,0.547407227032091,1
-0.8598899757693796,-0.5129603511536893,0
-0.16392010262569645,0.4709318204880521,1
0.45499914743010694,0.21823117553491989,1
-0.5145632183750539,0.766793911293723,0
0.8995222750180671,-0.6020669343033846,0
-0.3879583693883372,0.38578240981029194,1
-0.7683171970999705,-0.02869950868473204,0
0.9030881827970927,-0.7000467082286472,0
-0.7881319585105703,0.39823510929973516,0
-0.36229846803186994,-0.5316226167063005,1
-0.5383517202180412,-0.7764727039393814,0
0.1799809110237467,0.968429913364026,0
-0.761724902278478,-0.35941415707520413,0
0.45966935091246897,-0.8324359133385516,0
-0.2691818788899616,0.15992083530031825,1
0.28510906993024354,-0.4522320767549938,1
0.024597677977012344,-0.3422273387741485,1
1.035378680368387,-0.02815667610453526,0
-0.3800664320738042,-0.4701417408959542,1
-0.542371441747696,0.22573026968604643,1
-0.5683912589023623,0.30605142462239365,1
0.13661879635386343,1.1317932124285677,0
-0.6007933280313342,0.9742281059740368,0
-0.25578137145265556,0.8336620358110571,0
-0.38069026359497665,0.9898754077468694,0
0.07419440767715019,-0.9152971866641716,0
0.6825792456725961,1.0003824287632013,0
0.4745616758055227,0.9932806518388507,0
0.3077601924763473,-0.3834407401080546,1
1.0169804645619025,0.07099049995163832,0
-0.33824486691812805,1.0126607666210252,0
0.5100327867518534,0.05735114433591683,1
-0.44537429652262217,-0.0850408876437208,1
-0.07770422881821576,0.5935929858864504,1
0.19714740382362267,0.3755863838942971,1
-0.38991396461672556,0.34915061932958025,1
-0.3297888438369715,-0.40882103692657873,1
-0.6088599122044394,-0.8619682123633892,0
-0.138879017009603,-0.32586499566562305,1
-0.3481888725899983,-1.0525907420588192,0
0.09601636905021355,-0.4719998446147495,1
-1.030085953702569,-0.4760255402561343,0
0.8165678946232039,0.3769683639430005,0
-0.5594034867356829,-0.7573472057997611,0
-0.30866929034387236,-0.8167424671560597,0
-0.8263870426421949,-0.5260047630790332,0
0.17748781497459873,0.6007525979814299,1
-0.2776209334467828,-0.8710372189199205,0
-0.519883758046243,0.18757686313137611,1
-0.5109175526571669,0.05501134555284146,1
0.028351041989693616,0.5135662771847849,1
0.8811856891337473,0.2414254510931706,0
0.2684734412856747,-0.4220462864840792,1
-0.32567000094639,-0.029732813779852083,1
-0.26012539860729234,0.5511576255758296,1
0.4539145570206179,-0.8129705485594981,0
0.28863981276416784,1.110862703332448,0
0.30494671937414763,0.9519436251378623,0
-0.3755007365890968,-0.1537606241689986,1
0.7359192059606767,-0.8470172900043212,0
0.6516930836749293,0.7255076225506389,0
-0.09046348350135373,0.3848735713241368,1
-0.7421639811521457,0.12021156068150798,0
0.9789375749925705,-0.46491180925663383,0
-0.3137311906358542,1.0215524744191753,0
0.1261471571407814,-0.693696753749554,1
0.30239779917272314,0.20139729976286358,1
-0.21729548282398364,-0.5159938480062708,1
0.5546020843306537,0.7889656280854715,0
-0.45533341557972784,-0.889595501108357,0
-0.08344197538826029,1.0939535184047111,0
-0.42465067990547256,-0.878183373036785,0
-0.9245962608721219,-0.12772365072135278,0
0.7509679650497626,0.5962106828239961,0
0.11792727980771855,-1.072267325090845,0
-0.13909259564857573,0.27131424346083066,1
-0.4593573006150693,-0.36871064519370317,1
-0.6164059236858916,-0.8074956783901616,0
0.4456714495728384,-0.27829061767791485,1
-0.26317048404374277,1.0794302760523824,0
-0.07802564614673163,-0.4360482451304579,1
-0.28988990715540464,0.8309173302931823,0
-0.25100700747870974,0.4147974645636479,1
-0.2814659381401223,-1.0309110478557717,0
-0.1717794095808262,-0.47151313565095826,1
0.6410705196011713,0.09325610940844567,1
-0.14491770266522455,-0.5492932474313609,1
-0.5179125990033588,0.8718013172604371,0
0.1359171596639104,-1.0933095893796485,0
-0.2002511576272174,1.0146489766833846,0
0.3938097114866772,-0.05490356557890402,1
-0.8450936149005932,-0.7728692225085344,0
-0.15948983465863867,0.5813022309025706,1
0.4338913668315091,0.14015143444350603,1
0.8030808029473251,-0.44910633075767464,0
-0.8615427632598127,-0.2102990969682269,0
-0.8850462786061384,0.3475894770456642,0
0.7131051394053063,0.2178839546475843,0
1.0009642651393977,-0.25748914151090024,0
-1.0167546048011222,-0.3642425648772052,0
0.35304959566833793,0.4454032954902466,1
1.052436274725291,-0.07349104144777995,0
-0.1747636452238333,0.8982614910546657,0
1.0183399768687311,0.18160325290122567,0
-0.7875792135226419,-0.851696351142651,0
-0.017137279605931408,-0.5413096050495957,1
0.5126932149679673,0.33870724735423097,1
0.7780202015468118,0.24908369398566044,0
-0.02751706586136679,0.984609906273178,0
-0.3447570198511133,0.48844338051334535,1
-0.41013551921312597,0.9604978107313226,0
0.35940395177011264,-0.43137189835912915,1
0.19384473366011495,-0.289637296812839,1
-0.9233355813463995,0.4909258151117559,0
0.26620274216659867,-0.4070474018259225,1
-0.878401503831016,-0.7382162966584411,0
-0.2293391560604196,-0.2882911222175495,1
0.7496172999809834,-0.29256999398449296,0
0.40221938398702894,-0.3603225318575075,1
-0.3645390189454004,-1.0906496830768817,0
-0.3021641586183606,0.3466452491502368,1
-0.4592372211419778,0.941000812844148,0
0.9055326142023206,0.3778933315622884,0
-0.09264887164190679,0.40189729161819215,1
0.5909961152289022,-9.063417643208338e-06,1
0.5239041231863015,0.2602028435878875,1
0.46151959025325406,0.08902745803216551,1
0.11053370960462085,0.47645066828061156,1
0.4132284601715146,0.07425750275082947,1
0.4224939515269985,0.20644586260848452,1
-1.0223600281082572,0.11427076395781613,0
-0.2864773680566945,1.0623843276044145,0
-0.4158040872781583,-0.39273637544938267,1
0.31858581833156563,-0.0692273054392068,1
-0.04400339505463744,0.5598924572642429,1
0.49609885184341973,-0.27732653787732897,1
0.13023562089243465,0.4184227864656283,1
0.22920657006432454,1.0223284536525323,0
0.34265383335440736,0.3511648761424811,1
0.22576027942457633,0.37404754393819156,1
0.9833915425263784,0.3964836215178782,0
-0.3473274667303068,0.404383352192169,1
-0.8867047056738351,0.6707706789182252,0
0.2884086011147382,-0.9243744511638675,0
-0.4119742415664105,0.7728595233322724,0
-0.2503588145004474,0.4630151975887502,1
0.46590291037816634,0.25109626542176866,1
-0.9622636426899037,0.06841974428035007,0
0.4198412105374591,0.26021813034346897,1
-0.5872425595031171,-0.3665693986411568,1
-0.03815470984445915,-0.5418923315103844,1
0.4520612565699648,0.17635208345364495,1
